Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonee_z2,Load_HSC_Tonne_z3
60,125.1941887,178.726521,59.78697571
61,122.0139733,175.1874271,58.39323471
62,120.5953165,173.6086788,57.77150319
63,120.9484486,174.0016609,57.92626467
64,122.4714438,175.696522,58.59372286
65,126.4828871,180.1606455,60.35175248
66,129.7951788,183.8467202,61.80337638
67,130.2453168,184.3476551,62.00065105
68,129.1855922,183.1683435,61.53622286
69,125.9005428,179.5125852,60.09653795
70,117.0126246,169.62169,56.20137543
71,99.01300875,149.5908672,48.31297819
72,86.18095417,135.3107505,42.68928348
73,81.12996058,129.6897663,40.4756671
74,83.3570035,132.1681249,41.45167681
75,84.29706442,133.214269,41.8636619
76,89.33920217,138.8253981,44.07339714
77,100.6103273,151.3684387,49.01300886
78,126.6536973,180.3507312,60.42661071
79,143.4124648,199.0006794,67.77120167
80,139.4962188,194.6424958,66.05489257
81,137.1381813,192.0183603,65.021474
82,132.0471683,186.3528405,62.790319
83,126.5465748,180.2315203,60.37966386
84,122.8082088,176.0712898,58.74131133
85,119.8085141,172.7330878,57.42668419
86,118.2473268,170.995725,56.74248819
87,118.9799754,171.8110509,57.0635741
88,120.7011243,173.7264267,57.81787386
89,124.4428975,177.8904487,59.45771962
90,127.9403079,181.7825323,60.99047248
91,128.6220583,182.5412162,61.28925205
92,127.5050663,181.2981747,60.79972624
93,124.4969453,177.9505957,59.48140629
94,115.5087881,167.9481497,55.54231357
95,97.82820067,148.2723567,47.79373171
96,85.0951265,134.1023903,42.21341552
97,81.66015267,130.2797891,40.70802571
98,83.99511583,132.8782465,41.73133186
99,85.08294783,134.0888373,42.20807819
100,90.20631033,139.7903571,44.45341048
101,100.8387482,151.6226362,49.11311514
102,126.9760748,180.709488,60.56789376
103,144.5816028,200.3017513,68.28358057
104,140.8239245,196.1200295,66.63676443
105,138.5992713,193.6443304,65.66180205
106,133.5221107,187.9942261,63.4367179
107,127.8789412,181.7142404,60.96357824
108,123.922207,177.3109997,59.2295251
109,120.8869748,173.9332499,57.89932352
110,119.2727423,172.1368557,57.19188024
111,119.73171,172.6476167,57.39302452
112,121.1881875,174.2684536,58.0313311
113,125.2525032,178.7914161,59.81253224
114,128.6869918,182.6134773,61.31770938
115,129.2498026,183.2397998,61.56436329
116,128.1409019,182.0057627,61.07838352
117,124.7423789,178.2237257,59.58896843
118,115.6141917,168.0654478,55.5885071
119,98.20062758,148.686811,47.95694914
120,85.25234783,134.2773535,42.28231833
121,81.97180892,130.6266149,40.84461019
122,84.43742492,133.3704688,41.92517543
123,85.23482125,134.2578492,42.27463729
124,90.34454175,139.9441875,44.5139909
125,100.8365546,151.6201951,49.11215376
126,126.3245118,179.984398,60.28234395
127,143.7936207,199.4248476,67.93824457
128,140.1666075,195.388536,66.34869281
129,138.1213489,193.1124755,65.45235081
130,132.855016,187.2518515,63.14436119
131,127.3906898,181.1708912,60.74960029
132,123.1774153,176.4821603,58.90311743
133,120.3518868,173.3377787,57.66481924
134,119.0737899,171.9154521,57.10468862
135,120.0798774,173.0350738,57.54561014
136,121.6785048,174.8141018,58.24621443
137,125.4890481,179.0546545,59.91619895
138,128.4312671,182.3288947,61.2056371
139,128.6200937,182.5390299,61.28839105
140,127.6815579,181.494583,60.87707433
141,124.6707739,178.1440404,59.55758729
142,115.3426063,167.7632147,55.46948381
143,97.98541992,148.4473177,47.86263362
144,85.44161675,134.487981,42.36526614
145,78.27861625,126.5166556,39.2260551
146,80.52439817,129.0158678,40.21027719
147,81.93626125,130.5870558,40.82903133
148,86.87735542,136.0857388,42.99448386
149,96.96472183,147.3114366,47.41530895
150,120.7692571,173.8022481,57.84773333
151,139.9525348,195.1503058,66.25487471
152,137.3661029,192.2720022,65.12136148
153,135.2188244,189.8824093,64.18030886
154,129.4153191,183.4239944,61.63690148
155,123.9307127,177.3204652,59.23325276
156,119.2748021,172.139148,57.19278295
157,116.6071651,169.1704755,56.02368129
158,115.2485134,167.6585037,55.42824729
159,115.8679586,168.3478515,55.69972138
160,117.4335872,170.090157,56.38586381
161,121.0936891,174.1632914,57.98991681
162,123.6887675,177.0512173,59.12721938
163,124.1966052,177.6163629,59.3497811
164,123.5420529,176.8879464,59.06292119
165,120.3547065,173.3409166,57.666055
166,111.3798395,163.3532606,53.73278686
167,94.09248033,144.1150706,46.15653867
168,81.65441892,130.2734084,40.7055129
169,75.83669592,123.7991713,38.15587457
170,77.85000183,126.0396733,39.03821324
171,79.10038258,127.4311561,39.58619719
172,84.19021708,133.0953644,41.81683571
173,94.620762,144.7029675,46.38806
174,117.6692844,170.3524521,56.489159
175,136.5650485,191.3805511,64.77029648
176,133.6259602,188.1097946,63.48223029
177,131.7943469,186.0714889,62.6795191
178,125.3266477,178.8739276,59.84502633
179,119.5067836,172.3973079,57.29444967
180,115.4058925,167.8336426,55.49721924
181,112.7384737,164.8652129,54.32821319
182,111.0803693,163.019996,53.6015429
183,111.6696952,163.6758256,53.8598171
184,113.3383485,165.532782,54.59111052
185,116.8798055,169.4738826,56.143167
186,119.9786708,172.9224464,57.501256
187,120.5262509,173.5318194,57.74123495
188,119.989918,172.9349627,57.5061851
189,117.1264192,169.748326,56.25124633
190,108.3814635,160.0165262,52.41873762
191,91.61972042,141.3632666,45.07284262
192,79.376582,127.7385238,39.70724257
193,75.81853083,123.7789564,38.14791367
194,77.89557592,126.0903903,39.05818624
195,78.68007192,126.9634145,39.40199448
196,83.555677,132.3892182,41.53874619
197,94.21836517,144.2551613,46.21170814
198,117.3857393,170.0369097,56.36489433
199,135.6873342,190.403789,64.38563495
200,131.981758,186.2800488,62.76165271
201,129.4842418,183.5006948,61.66710714
202,123.4241425,176.75673,59.01124652
203,117.8655353,170.5708493,56.57516662
204,113.9770778,166.2435902,54.871036
205,111.2815253,163.2438519,53.68970024
206,109.9322063,161.742266,53.09835629
207,110.8410216,162.7536385,53.4966479
208,112.1383713,164.1973906,54.06521614
209,115.8110486,168.2845195,55.67478038
210,119.0186119,171.8540475,57.08050667
211,119.6958913,172.6077559,57.37732681
212,119.3319977,172.202798,57.21784914
213,116.7197686,169.2957859,56.07303019
214,108.2879133,159.9124191,52.3777389
215,91.77186933,141.5325851,45.13952243
216,79.53585025,127.915765,39.77704243
217,77.36999167,125.5054953,38.82784705
218,79.2056195,127.5482686,39.63231762
219,80.26193167,128.7237827,40.09525029
220,85.098923,134.1066152,42.21507938
221,95.38102767,145.5490271,46.72124924
222,119.4697827,172.3561315,57.2782339
223,138.2521578,193.258046,65.50967829
224,133.8755958,188.3876011,63.59163405
225,131.3018767,185.5234447,62.46369224
226,125.4530898,179.0146384,59.90044005
227,119.8603098,172.7907286,57.44938386
228,116.2876643,168.8149198,55.8836589
229,113.3993033,165.6006155,54.61782424
230,111.9989011,164.0421815,54.00409281
231,112.1902692,164.255145,54.08796057
232,113.9871223,166.2547681,54.875438
233,117.7097426,170.3974758,56.5068899
234,121.2501823,174.3374445,58.05850057
235,121.771977,174.9181222,58.28717895
236,121.2970833,174.3896379,58.07905505
237,118.5947607,171.3823657,56.89475233
238,110.3909508,162.2527786,53.29940276
239,93.75519092,143.7397191,46.00872033
240,81.14972817,129.7117645,40.48433033
241,78.64766317,126.9273485,39.38779124
242,81.10846758,129.6658479,40.46624776
243,81.82992242,130.4687169,40.78242795
244,86.74672517,135.9403673,42.93723467
245,97.65454742,148.0791073,47.71762757
246,123.0506103,176.3410458,58.84754467
247,139.4693121,194.6125527,66.04310057
248,135.6427288,190.3541501,64.36608652
249,132.8559833,187.252928,63.14478514
250,127.757309,181.5788824,60.91027252
251,122.313953,175.5212586,58.5247019
252,118.687021,171.4850374,56.93518576
253,115.8072674,168.2803116,55.67312324
254,114.1757531,166.4646854,54.95810614
255,114.7702196,167.1262357,55.21863324
256,116.4209489,168.9632454,55.94207143
257,120.4477992,173.4445145,57.70685319
258,123.8137147,177.1902644,59.18197795
259,124.5466468,178.0059057,59.5031881
260,123.659041,177.0181362,59.11419167
261,120.9622471,174.0170165,57.93231186
262,112.2992589,164.376434,54.13572571
263,95.30859417,145.4684196,46.689505
264,82.41470925,131.1194954,41.0387129
265,78.66738083,126.9492913,39.39643257
266,80.65891517,129.1655647,40.26922976
267,81.89466042,130.5407604,40.81079962
268,86.96605975,136.1844532,43.03335886
269,97.826085,148.2700024,47.79280452
270,123.1261729,176.4251354,58.88066029
271,140.0514118,195.2603408,66.2982079
272,136.3881057,191.1836406,64.69275062
273,134.0700482,188.6039967,63.67685348
274,128.9004741,182.8510505,61.41126876
275,123.4321842,176.7656791,59.01477081
276,119.6600282,172.5678457,57.36160971
277,116.7116889,169.2867946,56.06948929
278,115.1769495,167.578864,55.3968841
279,115.6560182,168.1119943,55.60683771
280,117.3536004,170.001144,56.35080933
281,121.1906772,174.2712243,58.03242219
282,124.6884015,178.1636572,59.56531267
283,125.5062156,179.0737593,59.92372262
284,124.4433104,177.8909082,59.45790057
285,121.3275981,174.4235964,58.09242829
286,112.5726207,164.6806439,54.25552752
287,94.94267392,145.0612063,46.5291391
288,82.49119875,131.2046165,41.07223471
289,76.59889508,124.6473826,38.48991114
290,79.17951125,127.5192142,39.62087562
291,79.88180667,128.3007616,39.9286591
292,85.1131125,134.1224059,42.22129795
293,96.16147683,146.4175477,47.0632839
294,120.5043277,173.5074221,57.731627
295,136.115972,190.8807975,64.57348705
296,132.8980923,187.299789,63.16323957
297,130.7119496,184.866946,62.20515452
298,125.1086238,178.6313004,59.74947657
299,119.6947033,172.6064339,57.37680619
300,115.6956751,168.1561264,55.62421748
301,113.0887461,165.2550126,54.48172138
302,111.9610266,164.0000331,53.98749419
303,112.9024487,165.0476921,54.40007586
304,114.3524509,166.661323,55.03554462
305,118.0982717,170.8298494,56.67716424
306,121.3379212,174.4350844,58.09695243
307,121.9050022,175.0661589,58.34547771
308,121.3154528,174.4100805,58.08710557
309,118.5452155,171.3272295,56.873039
310,109.7579959,161.5483965,53.02200795
311,92.51355192,142.3579645,45.46456752
312,80.09842533,128.5418251,40.02359305
313,76.5098435,124.5482818,38.450884
314,78.88335208,127.1896343,39.49108276
315,80.22421558,128.6818105,40.07872105
316,85.3374405,134.3720487,42.31961052
317,95.94263017,146.1740048,46.96737357
318,119.3177683,172.1869627,57.21161305
319,137.7190477,192.6647758,65.27604081
320,135.4818755,190.1751449,64.29559195
321,133.4543037,187.9187672,63.40700119
322,127.6213855,181.4276204,60.85070357
323,121.9717768,175.1404688,58.37474195
324,117.2842475,169.9239648,56.32041514
325,114.7989988,167.1582625,55.23124581
326,113.6218731,165.8483015,54.71536624
327,114.2667682,166.5659713,54.99799386
328,115.6072552,168.0577285,55.58546714
329,119.221553,172.0798899,57.16944638
330,122.0976668,175.2805652,58.42991371
331,122.7512248,176.0078754,58.71633786
332,122.0278609,175.2028819,58.399321
333,118.8389625,171.6541251,57.00177467
334,109.9531018,161.7655195,53.10751381
335,92.30950583,142.1308925,45.37514357
336,80.02189967,128.4566638,39.99005538
337,75.53519808,123.4636503,38.02374205
338,77.759375,125.9388195,38.99849571
339,79.10283183,127.4338816,39.58727057
340,84.02526583,132.9117987,41.74454519
341,94.38066883,144.4357805,46.28283833
342,117.9474832,170.6620448,56.61108062
343,135.8241934,190.5560925,64.44561405
344,133.3801823,187.8362815,63.37451724
345,131.3910424,185.6226725,62.50276943
346,125.6235344,179.2043172,59.97513805
347,120.0216324,172.9702561,57.5200841
348,115.8814489,168.3628643,55.70563357
349,113.198386,165.3770251,54.52977143
350,111.8395984,163.8649021,53.93427786
351,112.3866438,164.47368,54.17402248
352,113.9791828,166.2459327,54.87195852
353,117.5351227,170.2031505,56.43036214
354,120.3820534,173.3713495,57.67803986
355,120.8158547,173.8541041,57.8681549
356,120.0536191,173.0058524,57.53410233
357,117.2044793,169.835195,56.28545648
358,108.3544013,159.98641,52.40687748
359,91.085273,140.7685083,44.8386191
360,78.99206183,127.3106116,39.53872519
361,75.53412858,123.4624601,38.02327333
362,77.81137892,125.9966918,39.02128662
363,78.82820617,127.1282653,39.46691486
364,83.71411092,132.5655309,41.60818043
365,94.40600683,144.4639777,46.29394276
366,118.4122137,171.1792188,56.81475043
367,137.0771363,191.9504265,64.99472081
368,133.6873754,188.1781405,63.50914576
369,131.0714569,185.2670227,62.3627099
370,124.9228123,178.4245206,59.66804405
371,119.3513574,172.2243424,57.22633362
372,115.3345913,167.7542954,55.46597124
373,112.4053828,164.4945335,54.18223486
374,111.0814963,163.0212502,53.60203681
375,111.7849883,163.8041295,53.91034481
376,113.3370213,165.5313049,54.59052886
377,117.0816859,169.6985446,56.23164181
378,120.3828823,173.3722721,57.67840319
379,120.8851887,173.9312622,57.89854071
380,120.4804581,173.480859,57.7211661
381,117.7276587,170.4174137,56.51474171
382,109.1577704,160.8804372,52.75895695
383,91.96516392,141.7476925,45.22423448
384,79.33166283,127.6885355,39.68755657
385,76.01550575,123.9981594,38.23423862
386,77.70596958,125.8793874,38.97509062
387,79.10053958,127.4313307,39.58626595
388,83.94475892,132.8222069,41.70926276
389,94.49511058,144.5631366,46.33299281
390,118.4148126,171.182111,56.81588943
391,136.3977783,191.1944048,64.69698967
392,132.5332114,186.8937322,63.00332914
393,130.2574231,184.3611275,62.00595667
394,124.3563104,177.7940905,59.41977252
395,118.9082186,171.7311965,57.03212643
396,115.3211098,167.7392924,55.4600629
397,112.2959121,164.3727095,54.13425895
398,110.8148876,162.7245555,53.48519457
399,111.2269704,163.1831407,53.66579138
400,113.0125113,165.1701749,54.44831119
401,116.713824,169.2891705,56.07042495
402,120.298942,173.2788593,57.64161605
403,121.0242567,174.0860237,57.95948781
404,120.3487205,173.3342552,57.66343162
405,117.4618668,170.121628,56.39825748
406,109.2476193,160.9804252,52.79833352
407,92.11521517,141.9146766,45.289995
408,79.96324775,128.3913931,39.96435095
409,75.01233417,122.8817826,37.79459505
410,76.99514525,125.0883485,38.66356924
411,77.83969217,126.0282002,39.033695
412,82.96789233,131.7351035,41.28114743
413,94.42332333,144.4832484,46.30153181
414,118.6289592,171.4204235,56.90973995
415,134.3009468,188.8609517,63.77804567
416,130.6025989,184.7452555,62.15723119
417,128.5743258,182.4880973,61.2683331
418,123.0252559,176.3128302,58.836433
419,117.6043629,170.2802044,56.4607069
420,114.1337548,166.4179476,54.93970024
421,111.3568454,163.3276717,53.72270957
422,109.7830529,161.5762811,53.03298929
423,110.7113245,162.6093055,53.43980767
424,112.3848321,164.4716638,54.17322848
425,115.7111872,168.1733889,55.63101571
426,119.3592253,172.2330981,57.22978171
427,120.4512308,173.4483335,57.70835714
428,119.5827813,172.4818817,57.32775595
429,116.8458296,169.4360726,56.1282769
430,108.281652,159.9054513,52.37499486
431,91.16594342,140.8582821,44.87397319
432,79.21641392,127.5602812,39.63704829
433,76.192169,124.1947585,38.31166195
434,78.62620117,126.9034645,39.37838543
435,79.44411925,127.8136825,39.73684105
436,84.45069975,133.3852418,41.93099319
437,95.3859315,145.5544842,46.72339833
438,120.3848972,173.3745142,57.67928614
439,136.7840933,191.6243144,64.86629362
440,133.4485848,187.9124029,63.40449486
441,130.2365585,184.3379084,61.99681267
442,125.3224425,178.8692479,59.84318343
443,119.9186869,172.8556935,57.47496786
444,116.0092792,168.5051198,55.76165562
445,113.2526383,165.4373996,54.55354771
446,111.9161388,163.9500799,53.967822
447,112.4077943,164.4972174,54.18329176
448,113.6229546,165.8495051,54.71584019
449,117.6078355,170.2840688,56.46222876
450,120.9181715,173.9679671,57.91299562
451,121.7644813,174.9097806,58.28389395
452,121.1414623,174.2164555,58.01085357
453,118.3738076,171.1364787,56.79791886
454,109.7440913,161.5329227,53.01591419
455,92.61461775,142.4704354,45.50886
456,79.9021205,128.3233679,39.93756171
457,79.98568867,128.4163665,39.97418576
458,82.38039833,131.0813125,41.023676
459,83.58693683,132.4240055,41.5524459
460,88.62487167,138.0304575,43.76033924
461,99.31845908,149.9307867,48.4468429
462,125.4717237,179.035375,59.90860643
463,141.8200018,197.2285114,67.07329895
464,138.9426498,194.0264581,65.8122889
465,135.9532691,190.6997339,64.5021819
466,131.0792229,185.2756651,62.36611343
467,125.8867851,179.497275,60.09050862
468,121.5483526,174.6692624,58.18917476
469,118.6374944,171.4299218,56.91348052
470,117.6680268,170.3510525,56.48860781
471,118.2949071,171.0486745,56.76334043
472,119.9037021,172.8390176,57.46840067
473,123.7908605,177.1648311,59.171962
474,126.392545,180.0601085,60.31215971
475,126.7929619,180.5057115,60.4876439
476,125.9752488,179.5957216,60.12927819
477,123.1034152,176.3998095,58.87068657
478,114.2569702,166.5550675,54.99369986
479,96.19478842,146.4546185,47.07788286
480,83.29285742,132.0967401,41.42356452
481,82.4344275,131.1414387,41.04735448
482,84.83181917,133.8093695,42.09802014
483,86.45002633,135.6101868,42.80720533
484,91.35539025,141.0691075,44.95699895
485,101.6777758,152.5563458,49.48082205
486,127.9264023,181.7670575,60.98437829
487,147.8374653,203.925029,69.71047424
488,145.3898333,201.2011885,68.63779062
489,142.4693027,197.9510839,67.35785738
490,137.5433156,192.4692128,65.19902557
491,131.905799,186.1955181,62.72836338
492,126.888322,180.6118326,60.52943581
493,123.8712185,177.2542573,59.20717919
494,122.81113,176.0745407,58.74259157
495,123.2148426,176.5238111,58.91952005
496,124.6895061,178.1648865,59.56579671
497,128.5193209,182.4268852,61.244227
498,130.9780382,185.1630619,62.32176881
499,131.2846379,185.5042606,62.45613729
500,130.2994208,184.4078645,62.02436229
501,126.9506352,180.6811776,60.55674476
502,117.6563267,170.3380321,56.48348019
503,99.01747167,149.5958337,48.31493405
504,85.77784683,134.8621537,42.51262024
505,85.36726192,134.4052354,42.33267986
506,87.45891667,136.7329276,43.24935519
507,89.19096317,138.6604308,44.0084309
508,94.10155967,144.1251746,46.16051771
509,104.2187433,155.3840544,50.59441029
510,130.8268316,184.9947922,62.255502
511,150.8673191,207.2967934,71.03831871
512,147.6852541,203.7556411,69.6437671
513,145.9611486,201.8369751,68.88817162
514,140.4578162,195.7126067,66.4763161
515,134.7928502,189.408365,63.9936241
516,130.3743026,184.4911965,62.05717952
517,127.1059613,180.8540318,60.624817
518,125.7565988,179.3523975,60.03345395
519,126.346507,180.0088753,60.29198343
520,127.9452022,181.7879787,60.99261738
521,131.8911335,186.1791976,62.72193619
522,134.5590682,189.1482013,63.89116829
523,134.488497,189.0696665,63.86024024
524,133.1925678,187.6274953,63.29229452
525,129.6134433,183.6444764,61.72373019
526,119.9785812,172.9223465,57.50121671
527,101.4055285,152.2533762,49.36150867
528,88.5759235,137.9759855,43.73888748
529,86.08227092,135.2009312,42.64603519
530,88.03023458,137.3687172,43.49973738
531,89.53302217,139.0410902,44.15833948
532,94.5371995,144.6099751,46.35143843
533,105.3016169,156.5891274,51.06898362
534,132.2544268,186.5834875,62.88115076
535,151.8386441,208.3777297,71.46400543
536,148.0400276,204.1504498,69.7992479
537,146.3160129,202.2318849,69.04369219
538,140.7666468,196.0562881,66.61166229
539,135.1883321,189.848476,64.16694552
540,130.9444342,185.1256658,62.30704176
541,127.6923727,181.5066182,60.88181395
542,126.1804166,179.824042,60.21919367
543,127.1199372,180.8695849,60.630942
544,128.7334639,182.6651937,61.338076
545,132.5095261,186.8673741,62.992949
546,135.4514595,190.1412965,64.28226205
547,135.6794613,190.3950277,64.38218467
548,134.3445611,188.9094877,63.79715976
549,130.7881008,184.9516907,62.2385281
550,121.1153608,174.1874085,57.99941448
551,102.5093783,153.4817924,49.84527486
552,89.682765,139.2077311,44.22396486
553,84.102391,132.9976273,41.77834557
554,85.93259317,135.0343627,42.58043833
555,87.61166358,136.9029116,43.3162971
556,92.5852065,142.4377051,45.49597038
557,103.508379,154.5935275,50.28309057
558,130.4984592,184.6293638,62.11159157
559,149.553684,205.8349183,70.46261333
560,145.514384,201.3397944,68.69237538
561,143.2587188,198.8295835,67.70382186
562,137.7581645,192.7083068,65.2931839
563,132.204586,186.5280223,62.85930786
564,128.2868857,182.1682204,61.14236148
565,124.8625513,178.3574593,59.64163443
566,123.3914451,176.7203428,58.99691676
567,123.8753052,177.2588051,59.20897019
568,125.5311778,179.1015385,59.93466243
569,129.5624178,183.5876927,61.70136805
570,132.9961309,187.4088909,63.20620533
571,133.4424196,187.905542,63.40179295
572,132.2682913,186.5989167,62.887227
573,128.7355893,182.667559,61.33900748
574,119.5730397,172.4710408,57.32348667
575,100.836731,151.6203914,49.1122311
576,87.84066233,137.1577522,43.41665662
577,85.79112142,134.8769263,42.51843786
578,87.50605592,136.7853864,43.27001414
579,88.78123208,138.2044627,43.82886476
580,93.91035858,143.912397,46.07672314
581,105.3719203,156.6673644,51.09979438
582,132.6509729,187.0247828,63.05493857
583,151.0587612,207.5098392,71.12221886
584,146.3615873,202.2826022,69.06366533
585,144.347591,200.0413319,68.1810241
586,138.9818265,194.0700557,65.82945824
587,133.3630335,187.8171975,63.36700171
588,129.5149765,183.5348978,61.68057671
589,126.1488875,179.788955,60.20537595
590,124.7189417,178.1976437,59.57869695
591,125.6313126,179.2129731,59.97854686
592,127.343258,181.1181069,60.72881319
593,131.0812592,185.2779312,62.36700581
594,134.761823,189.3738365,63.98002633
595,135.3811892,190.0630965,64.25146581
596,134.0684764,188.6022476,63.67616467
597,130.6116787,184.7553598,62.16121043
598,121.405989,174.5108335,58.12678338
599,102.7272099,153.7242057,49.94074038
600,89.87964183,139.4268249,44.31024681
601,85.98742492,135.0953821,42.60446857
602,87.99561742,137.3301935,43.48456624
603,89.24889258,138.7248974,44.03381867
604,94.49571217,144.5638061,46.33325648
605,105.4852336,156.7934646,51.14945429
606,132.8043566,187.1954755,63.12215957
607,151.5510978,208.0577345,71.33798719
608,147.3433993,203.375209,69.493948
609,144.9328902,200.6926805,68.43753357
610,139.8375545,195.0223503,66.20448414
611,134.2412392,188.7945062,63.75187857
612,130.1938862,184.2904205,61.97811138
613,126.9771611,180.710697,60.5683699
614,125.4819898,179.0467997,59.91310557
615,126.0172277,179.6424377,60.14767557
616,127.6533951,181.4632421,60.86473186
617,131.6531762,185.9143874,62.61765052
618,135.0849451,189.733422,64.12163576
619,135.4984659,190.1936075,64.30286276
620,134.2377654,188.7906405,63.75035619
621,130.731748,184.8889786,62.21383129
622,121.2192025,174.3029686,58.04492352
623,102.8647653,153.8772837,50.00102448
624,89.71179483,139.2400369,44.23668729
625,85.05230142,134.0547325,42.19464729
626,87.65506342,136.951209,43.33531724
627,88.59591967,137.9982383,43.7476509
628,94.03369433,144.0496508,46.13077548
629,105.3489712,156.6418254,51.08973676
630,133.0495412,187.4683284,63.22961257
631,150.8142248,207.2377076,71.01504995
632,147.166362,203.1781935,69.41636076
633,144.6901844,200.4225861,68.3311669
634,139.5589984,194.7123599,66.08240595
635,133.9188048,188.4356861,63.61057052
636,129.4810384,183.4971299,61.66570324
637,126.3168295,179.9758487,60.27897714
638,125.3278743,178.8752926,59.8455639
639,126.3556461,180.0190457,60.29598867
640,128.0224236,181.8739145,61.02645995
641,131.9447421,186.2388557,62.74543033
642,135.138905,189.7934712,64.1452839
643,135.3215095,189.996682,64.22531095
644,134.1527048,188.695981,63.7130781
645,130.8850978,185.0596335,62.28103738
646,121.121804,174.194579,58.00223829
647,101.9998437,152.9147582,49.62196948
648,88.72910625,138.1464545,43.80602038
649,84.37981142,133.3063538,41.8999261
650,86.50720067,135.6738132,42.83226219
651,88.11911917,137.4676322,43.53869133
652,93.18253917,143.1024452,45.75775362
653,103.1575953,154.2031587,50.12935829
654,128.7763496,182.7129189,61.35687076
655,148.6739757,204.8559373,70.07707795
656,145.8393533,201.7014355,68.83479433
657,144.3847993,200.0827391,68.19733076
658,138.939402,194.0228437,65.81086552
659,133.4314256,187.8933074,63.39697481
660,128.667602,182.5918995,61.30921176
661,125.7446069,179.3390525,60.02819852
662,124.4462373,177.8941654,59.45918329
663,125.2697958,178.8106602,59.82011081
664,126.7574185,180.4661571,60.4720669
665,130.4906535,184.6206773,62.10817071
666,132.9192589,187.3233441,63.1725159
667,133.1174763,187.5439298,63.25938538
668,131.7750919,186.050061,62.67108052
669,128.0184635,181.8695075,61.02472448
670,118.3453328,171.1047905,56.78543962
671,100.1375685,150.8423304,48.80582057
672,87.57216342,136.858954,43.298986
673,84.63310758,133.5882337,42.01093405
674,86.88982008,136.09961,42.99994652
675,88.4254185,137.8084965,43.67292814
676,93.41158475,143.3573379,45.85813371
677,104.0522224,155.1987421,50.5214319
678,130.4218109,184.544066,62.07800019
679,150.3002809,206.6657665,70.78981214
680,147.3502603,203.3828442,69.49695486
681,145.0643938,200.839024,68.49516552
682,139.5719663,194.7267912,66.08808914
683,133.8491973,188.3582235,63.58006481
684,129.3295459,183.3285419,61.5993111
685,126.3128323,179.9714005,60.27722533
686,125.0544388,178.5710007,59.72572981
687,125.6577466,179.2423901,59.99013162
688,126.9775571,180.7111376,60.56854338
689,130.9473128,185.1288693,62.30830329
690,133.6048587,188.0863119,63.47298252
691,133.6604186,188.1481415,63.49733181
692,132.5764258,186.9418234,63.02226805
693,129.2455782,183.2350986,61.5625119
694,119.5022968,172.3923148,57.29248333
695,100.8783408,151.6666968,49.13046676
696,87.96987408,137.3015452,43.47328414
697,85.8850355,134.9814383,42.55959605
698,87.97535167,137.3076409,43.47568471
699,89.50737808,139.0125523,44.1471009
700,94.44551617,144.5079456,46.3112579
701,105.2239164,156.5026586,51.0349311
702,132.3947326,186.7396265,62.94264033
